2025-04-06 10:17:01,239.4300
2025-04-06 10:18:02,239.4300
2025-04-06 10:19:01,239.4300
2025-04-06 10:20:01,239.4300
2025-04-06 10:21:02,239.4300
2025-04-06 10:22:01,239.4300
2025-04-06 10:23:01,239.4300
2025-04-06 10:24:01,239.4300
2025-04-06 10:25:01,239.4300
2025-04-06 10:26:02,239.4300
2025-04-06 10:27:01,239.4300
2025-04-06 10:28:01,239.4300
2025-04-06 10:29:02,239.4300
2025-04-06 10:30:02,239.4300
2025-04-06 10:35:01,239.4300
2025-04-06 10:40:02,239.4300
2025-04-06 10:45:01,239.4300
2025-04-06 10:50:02,239.4300
2025-04-06 10:55:01,239.4300
2025-04-06 11:00:01,239.4300
2025-04-06 11:05:01,239.4300
2025-04-06 11:10:02,239.4300
2025-04-06 11:15:01,239.4300
2025-04-06 11:20:01,239.4300
2025-04-06 13:15:02,239.4300
2025-04-06 13:20:01,
2025-04-06 13:25:01,
2025-04-06 13:30:02,
2025-04-06 13:35:02,
2025-04-06 13:40:01,239.4300
2025-04-06 15:00:01,239.4300
2025-04-06 15:05:02,239.4300
2025-04-06 15:10:01,239.4300
2025-04-06 15:15:01,239.4300
2025-04-06 15:20:02,239.4300
2025-04-06 15:25:01,239.4300
2025-04-06 15:30:02,239.4300
2025-04-06 15:35:01,239.4300
2025-04-06 15:40:01,239.4300
2025-04-06 15:45:02,239.4300
2025-04-06 15:50:01,239.4300
2025-04-06 15:55:02,239.4300
2025-04-06 16:00:01,239.4300
2025-04-06 16:05:01,239.4300
2025-04-06 16:10:02,239.4300
2025-04-06 16:15:03,239.4300
2025-04-06 16:20:01,239.4300
2025-04-06 16:27:01,239.4300
2025-04-06 16:28:01,239.4300
2025-04-06 16:29:01,239.4300
2025-04-06 16:30:02,239.4300
2025-04-06 16:31:01,239.4300
2025-04-06 16:32:01,239.4300
2025-04-06 16:33:01,239.4300
2025-04-06 16:34:02,
2025-04-06 16:35:01,
2025-04-06 16:39:01,
2025-04-06 16:40:02,
2025-04-06 16:42:01,
2025-04-06 16:45:02,
2025-04-06 16:50:01,
2025-04-07 07:50:01,239.4300
2025-04-07 08:00:02,239.4300
2025-04-07 08:10:01,239.4300
2025-04-07 08:20:02,239.4300
2025-04-07 08:30:02,239.4300
2025-04-07 08:40:02,239.4300
2025-04-07 08:50:02,239.4300
2025-04-07 09:00:02,239.4300
2025-04-07 09:10:03,239.4300
2025-04-07 09:20:03,239.4300
2025-04-07 09:30:02,239.4300
2025-04-07 09:40:02,239.4300
2025-04-07 09:50:02,239.4300
2025-04-07 10:00:03,239.4300
2025-04-07 10:10:02,239.4300
2025-04-07 10:20:02,239.4300
2025-04-07 10:30:02,239.4300
2025-04-07 10:40:03,239.4300
2025-04-07 10:50:02,239.4300
2025-04-07 11:00:02,239.4300
2025-04-07 11:10:02,239.4300
2025-04-07 11:20:01,239.4300
2025-04-07 11:30:02,239.4300
2025-04-07 11:40:03,239.4300
2025-04-07 11:50:03,239.4300
2025-04-07 12:00:03,239.4300
2025-04-07 12:10:03,
